United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
15280,Estimates,Romania,,642,Country/Area,923,1964,727,926,916,746,651,832,770,759,644,436,621,505,407,350,248,156,79,26,6,1,0
15281,Estimates,Romania,,642,Country/Area,923,1965,720,903,933,785,632,818,775,761,692,427,608,525,416,358,258,162,82,27,5,1,0
15282,Estimates,Romania,,642,Country/Area,923,1966,706,878,946,826,637,793,789,766,727,448,578,547,428,361,265,166,85,31,7,1,0
15283,Estimates,Romania,,642,Country/Area,923,1967,757,838,948,860,661,745,806,765,744,500,525,571,442,362,274,170,88,33,7,1,0
15284,Estimates,Romania,,642,Country/Area,923,1968,847,788,941,889,699,689,821,762,748,568,465,591,457,362,282,173,89,34,8,1,0
15285,Estimates,Romania,,642,Country/Area,923,1969,934,741,926,912,741,647,825,763,749,633,424,598,476,367,290,178,91,34,8,1,0
15286,Estimates,Romania,,642,Country/Area,923,1970,990,714,901,931,782,629,814,769,753,681,416,587,496,377,298,185,92,33,7,1,0
15287,Estimates,Romania,,642,Country/Area,923,1971,1086,714,859,936,815,628,781,776,751,710,434,553,512,385,299,191,96,36,8,1,0
15288,Estimates,Romania,,642,Country/Area,923,1972,1099,752,810,941,850,653,735,794,751,727,485,502,536,398,300,198,99,38,9,1,0
15289,Estimates,Romania,,642,Country/Area,923,1973,1057,827,759,940,884,695,684,813,753,736,555,447,558,415,303,207,102,39,10,1,0
15290,Estimates,Romania,,642,Country/Area,923,1974,1008,915,721,927,910,739,644,821,757,740,620,410,567,434,310,214,105,39,10,1,0
15291,Estimates,Romania,,642,Country/Area,923,1975,985,984,712,899,927,778,625,808,762,743,667,402,556,453,319,220,109,39,8,1,0
15292,Estimates,Romania,,642,Country/Area,923,1976,933,1029,739,862,940,818,630,782,775,748,701,424,528,472,330,223,115,42,10,1,0
15293,Estimates,Romania,,642,Country/Area,923,1977,933,1044,793,807,943,851,653,735,792,747,717,473,478,494,341,224,120,44,11,1,0
15294,Estimates,Romania,,642,Country/Area,923,1978,966,1029,866,749,935,878,689,679,807,744,721,538,423,512,354,226,125,45,11,2,0
15295,Estimates,Romania,,642,Country/Area,923,1979,998,999,935,712,916,898,729,635,810,744,722,599,386,518,369,231,128,44,11,2,0
15296,Estimates,Romania,,642,Country/Area,923,1980,1001,977,981,707,888,913,766,616,797,749,725,643,381,508,386,239,129,44,9,1,0
15297,Estimates,Romania,,642,Country/Area,923,1981,1011,969,1002,729,844,919,799,615,765,757,725,671,399,477,400,247,133,49,11,1,0
15298,Estimates,Romania,,642,Country/Area,923,1982,983,971,1005,785,788,920,830,637,718,773,724,686,446,430,418,255,135,53,12,2,0
15299,Estimates,Romania,,642,Country/Area,923,1983,931,980,993,860,732,913,858,674,665,789,723,693,508,382,436,265,137,56,13,2,0
15300,Estimates,Romania,,642,Country/Area,923,1984,882,991,979,928,695,895,880,714,623,794,725,696,567,350,443,277,140,56,13,2,0
15301,Estimates,Romania,,642,Country/Area,923,1985,857,991,973,972,689,865,893,750,602,781,730,699,608,347,434,291,144,55,12,1,0
15302,Estimates,Romania,,642,Country/Area,923,1986,823,982,976,997,715,825,902,786,604,753,740,702,636,367,407,304,152,59,14,2,0
15303,Estimates,Romania,,642,Country/Area,923,1987,832,958,983,998,772,770,903,817,626,705,756,700,651,411,365,320,158,61,16,2,0
15304,Estimates,Romania,,642,Country/Area,923,1988,866,921,992,983,844,712,895,843,661,651,770,698,655,467,322,333,164,61,17,3,0
15305,Estimates,Romania,,642,Country/Area,923,1989,891,880,995,968,910,673,875,862,700,608,773,698,658,519,296,338,170,61,17,2,0
15306,Estimates,Romania,,642,Country/Area,923,1990,886,848,987,964,953,667,844,875,735,589,760,703,662,557,297,329,178,61,14,2,0
15307,Estimates,Romania,,642,Country/Area,923,1991,900,830,962,958,968,685,797,877,765,586,728,709,660,577,315,305,189,68,17,2,0
15308,Estimates,Romania,,642,Country/Area,923,1992,853,831,930,963,963,735,738,876,793,606,681,724,658,590,354,272,202,73,18,3,0
15309,Estimates,Romania,,642,Country/Area,923,1993,765,848,892,974,946,804,678,867,819,641,629,740,657,597,403,239,213,76,19,3,0
15310,Estimates,Romania,,642,Country/Area,923,1994,678,868,859,977,929,864,635,845,838,679,588,743,659,601,447,222,214,78,19,3,0
15311,Estimates,Romania,,642,Country/Area,923,1995,617,871,840,967,920,900,623,809,847,711,567,729,664,605,479,227,205,80,18,2,0
15312,Estimates,Romania,,642,Country/Area,923,1996,532,855,838,944,915,917,644,767,854,744,568,701,673,606,498,246,190,90,21,3,0
15313,Estimates,Romania,,642,Country/Area,923,1997,504,812,849,908,916,907,694,709,852,772,588,655,686,604,508,278,167,99,23,3,0
15314,Estimates,Romania,,642,Country/Area,923,1998,515,745,865,867,920,879,757,648,840,795,619,602,698,600,512,315,146,103,24,4,0
15315,Estimates,Romania,,642,Country/Area,923,1999,533,669,875,837,921,851,810,607,818,812,655,561,700,601,516,347,137,101,24,4,0
15316,Estimates,Romania,,642,Country/Area,923,2000,536,606,864,824,914,836,841,596,786,824,688,543,688,608,522,371,143,91,22,3,0
15317,Estimates,Romania,,642,Country/Area,923,2001,561,561,828,816,888,835,855,614,741,826,717,542,658,614,521,384,161,87,28,3,0
15318,Estimates,Romania,,642,Country/Area,923,2002,559,536,775,827,851,843,849,664,686,825,745,561,615,628,521,393,186,78,33,4,0
15319,Estimates,Romania,,642,Country/Area,923,2003,537,529,712,848,811,852,830,732,631,818,770,595,568,643,521,400,211,70,36,5,0
15320,Estimates,Romania,,642,Country/Area,923,2004,516,533,649,859,780,852,809,791,594,799,789,631,531,647,525,407,232,68,35,5,0
15321,Estimates,Romania,,642,Country/Area,923,2005,508,532,601,848,765,836,796,825,585,768,800,662,515,636,533,414,246,72,31,5,0
15322,Estimates,Romania,,642,Country/Area,923,2006,502,528,568,802,750,816,795,838,605,727,805,692,516,610,542,417,258,85,30,6,0
15323,Estimates,Romania,,642,Country/Area,923,2007,509,522,550,740,749,775,801,828,652,672,804,719,535,569,556,418,266,100,28,8,0
15324,Estimates,Romania,,642,Country/Area,923,2008,523,514,542,674,755,721,810,805,713,616,794,741,565,525,569,419,273,112,26,9,0
15325,Estimates,Romania,,642,Country/Area,923,2009,536,506,537,618,754,669,809,784,766,578,775,759,599,492,574,424,279,122,24,8,0
15326,Estimates,Romania,,642,Country/Area,923,2010,540,502,531,582,737,632,793,774,798,570,746,772,630,479,567,435,285,128,25,6,0
15327,Estimates,Romania,,642,Country/Area,923,2011,546,501,520,554,717,629,760,770,810,586,704,775,657,480,542,444,290,138,32,6,1
15328,Estimates,Romania,,642,Country/Area,923,2012,536,506,511,537,678,649,714,776,803,632,651,774,683,498,507,458,294,146,38,6,1
15329,Estimates,Romania,,642,Country/Area,923,2013,514,515,502,529,630,679,662,786,784,694,598,768,708,529,469,474,298,152,44,6,1
15330,Estimates,Romania,,642,Country/Area,923,2014,492,525,497,524,585,699,621,785,765,749,563,751,728,562,443,481,305,157,48,6,1
15331,Estimates,Romania,,642,Country/Area,923,2015,478,530,496,517,550,698,599,768,755,781,554,723,740,592,434,477,316,160,49,6,1
15332,Estimates,Romania,,642,Country/Area,923,2016,455,530,500,507,525,682,599,738,754,796,572,685,745,619,437,456,326,167,56,7,1
15333,Estimates,Romania,,642,Country/Area,923,2017,448,521,507,497,510,644,619,692,760,788,618,632,745,645,455,425,339,171,61,10,1
15334,Estimates,Romania,,642,Country/Area,923,2018,452,505,516,487,501,595,647,639,768,768,678,579,737,667,483,394,351,172,63,13,1
15335,Estimates,Romania,,642,Country/Area,923,2019,457,485,524,482,494,548,667,597,766,749,731,544,720,685,513,374,357,176,63,13,1
15336,Estimates,Romania,,642,Country/Area,923,2020,457,469,525,483,487,514,667,576,750,740,764,537,694,698,542,371,353,181,62,11,1
15337,Estimates,Russian Federation,,643,Country/Area,923,1950,5458,3449,6256,5169,6403,4814,3696,4674,4167,3669,2854,2307,1928,1470,941,561,254,104,34,12,5
15338,Estimates,Russian Federation,,643,Country/Area,923,1951,6227,3210,5884,5230,6232,5132,3694,4493,4255,3748,2966,2354,1957,1517,983,592,274,108,36,11,4
15339,Estimates,Russian Federation,,643,Country/Area,923,1952,6380,3377,5277,5592,5903,5541,3845,4244,4415,3834,3124,2432,2003,1576,1042,622,303,110,38,10,3
15340,Estimates,Russian Federation,,643,Country/Area,923,1953,6341,3921,4488,6055,5484,5927,4093,3952,4568,3907,3291,2523,2052,1634,1109,646,339,111,39,10,3
15341,Estimates,Russian Federation,,643,Country/Area,923,1954,6284,4650,3784,6337,5161,6170,4385,3717,4634,3981,3441,2624,2103,1687,1176,670,374,112,38,9,2
15342,Estimates,Russian Federation,,643,Country/Area,923,1955,6316,5244,3423,6281,5060,6215,4688,3611,4581,4070,3564,2738,2162,1737,1238,701,403,120,34,7,2
15343,Estimates,Russian Federation,,643,Country/Area,923,1956,6187,5674,3418,5924,5185,6128,5044,3623,4459,4199,3677,2870,2226,1779,1292,752,416,142,36,7,2
15344,Estimates,Russian Federation,,643,Country/Area,923,1957,6238,5957,3716,5227,5538,5800,5441,3742,4197,4360,3748,3015,2290,1816,1340,808,426,164,37,9,1
15345,Estimates,Russian Federation,,643,Country/Area,923,1958,6381,6084,4230,4391,5966,5364,5816,3961,3866,4520,3796,3168,2360,1852,1385,861,440,180,39,10,1
15346,Estimates,Russian Federation,,643,Country/Area,923,1959,6501,6118,4770,3728,6219,5031,6070,4243,3589,4610,3858,3315,2448,1897,1431,910,465,189,40,9,1
15347,Estimates,Russian Federation,,643,Country/Area,923,1960,6510,6173,5188,3419,6151,4924,6145,4558,3450,4581,3957,3443,2559,1952,1478,956,499,194,40,7,1
15348,Estimates,Russian Federation,,643,Country/Area,923,1961,6489,6268,5491,3403,5800,5025,6023,4918,3452,4419,4096,3537,2680,1995,1505,992,525,212,50,8,1
15349,Estimates,Russian Federation,,643,Country/Area,923,1962,6369,6355,5703,3705,5135,5382,5681,5332,3591,4125,4286,3608,2827,2049,1530,1031,551,224,58,9,1
15350,Estimates,Russian Federation,,643,Country/Area,923,1963,6161,6433,5840,4210,4333,5834,5243,5724,3843,3776,4473,3673,2987,2119,1558,1069,579,231,65,10,1
15351,Estimates,Russian Federation,,643,Country/Area,923,1964,5923,6485,5950,4719,3686,6113,4908,5983,4154,3493,4569,3759,3137,2209,1591,1103,608,237,68,10,1
15352,Estimates,Russian Federation,,643,Country/Area,923,1965,5687,6489,6068,5105,3371,6061,4798,6044,4482,3358,4526,3877,3267,2322,1635,1133,636,242,66,9,1
15353,Estimates,Russian Federation,,643,Country/Area,923,1966,5388,6436,6187,5407,3357,5725,4898,5906,4864,3370,4363,4030,3366,2435,1664,1160,664,266,76,11,1
15354,Estimates,Russian Federation,,643,Country/Area,923,1967,5124,6321,6288,5605,3653,5067,5251,5536,5274,3528,4056,4224,3446,2570,1703,1173,696,285,81,14,1
15355,Estimates,Russian Federation,,643,Country/Area,923,1968,4905,6149,6369,5726,4147,4268,5701,5070,5635,3809,3688,4408,3523,2715,1763,1172,734,295,85,17,1
15356,Estimates,Russian Federation,,643,Country/Area,923,1969,4742,5943,6412,5825,4643,3623,5983,4717,5846,4151,3396,4498,3625,2856,1848,1168,771,302,86,17,1
15357,Estimates,Russian Federation,,643,Country/Area,923,1970,4636,5738,6399,5936,5019,3311,5941,4599,5863,4498,3267,4451,3761,2987,1956,1178,794,310,83,14,1
15358,Estimates,Russian Federation,,643,Country/Area,923,1971,4507,5516,6335,6071,5321,3305,5634,4735,5719,4850,3301,4253,3896,3090,2060,1219,791,345,95,16,1
15359,Estimates,Russian Federation,,643,Country/Area,923,1972,4544,5269,6211,6186,5523,3603,4997,5123,5362,5216,3486,3924,4060,3174,2179,1269,776,375,102,19,1
15360,Estimates,Russian Federation,,643,Country/Area,923,1973,4684,5013,6047,6269,5653,4096,4216,5602,4924,5534,3783,3557,4204,3252,2312,1324,765,394,107,22,1
15361,Estimates,Russian Federation,,643,Country/Area,923,1974,4838,4778,5856,6302,5767,4594,3586,5910,4609,5725,4123,3288,4259,3349,2449,1388,770,397,109,22,2
15362,Estimates,Russian Federation,,643,Country/Area,923,1975,4947,4603,5644,6281,5896,4980,3288,5895,4533,5746,4458,3192,4194,3471,2582,1469,790,388,107,18,2
15363,Estimates,Russian Federation,,643,Country/Area,923,1976,5176,4503,5420,6228,6012,5271,3273,5573,4662,5585,4762,3219,3995,3574,2667,1556,812,403,127,21,2
15364,Estimates,Russian Federation,,643,Country/Area,923,1977,5240,4507,5179,6145,6132,5479,3570,4944,5051,5241,5095,3393,3692,3715,2740,1664,831,409,143,26,2
15365,Estimates,Russian Federation,,643,Country/Area,923,1978,5198,4613,4931,6027,6237,5624,4067,4178,5535,4827,5400,3671,3360,3849,2814,1785,852,410,154,30,3
15366,Estimates,Russian Federation,,643,Country/Area,923,1979,5153,4772,4716,5870,6302,5750,4570,3560,5845,4530,5588,3984,3116,3903,2903,1903,884,407,157,32,3
15367,Estimates,Russian Federation,,643,Country/Area,923,1980,5182,4907,4580,5675,6311,5885,4956,3266,5827,4459,5610,4287,3026,3844,3013,2012,934,402,151,28,3
15368,Estimates,Russian Federation,,643,Country/Area,923,1981,5182,5015,4544,5474,6294,6033,5261,3261,5522,4599,5466,4591,3058,3660,3106,2084,1013,421,163,34,3
15369,Estimates,Russian Federation,,643,Country/Area,923,1982,5274,5090,4587,5224,6232,6170,5472,3556,4898,4983,5126,4917,3219,3374,3226,2139,1097,431,167,41,4
15370,Estimates,Russian Federation,,643,Country/Area,923,1983,5433,5131,4693,4958,6129,6285,5615,4041,4134,5451,4710,5209,3470,3063,3334,2192,1177,438,167,46,4
15371,Estimates,Russian Federation,,643,Country/Area,923,1984,5591,5159,4815,4737,5986,6363,5746,4533,3519,5748,4413,5388,3756,2839,3374,2260,1246,449,163,46,4
15372,Estimates,Russian Federation,,643,Country/Area,923,1985,5701,5212,4912,4599,5805,6394,5896,4916,3228,5727,4345,5409,4042,2765,3317,2350,1304,469,153,39,5
15373,Estimates,Russian Federation,,643,Country/Area,923,1986,5816,5297,5000,4553,5560,6364,6040,5216,3218,5416,4485,5262,4321,2791,3146,2447,1367,523,163,41,5
15374,Estimates,Russian Federation,,643,Country/Area,923,1987,5880,5398,5065,4608,5276,6290,6177,5430,3507,4798,4866,4936,4632,2933,2890,2563,1425,571,169,45,5
15375,Estimates,Russian Federation,,643,Country/Area,923,1988,5879,5513,5115,4731,4991,6172,6294,5581,3990,4047,5327,4547,4921,3159,2619,2660,1489,606,172,47,6
15376,Estimates,Russian Federation,,643,Country/Area,923,1989,5800,5625,5169,4865,4765,6008,6371,5717,4482,3445,5616,4278,5103,3420,2430,2690,1566,631,174,45,6
15377,Estimates,Russian Federation,,643,Country/Area,923,1990,5638,5712,5246,4973,4635,5806,6393,5868,4867,3161,5590,4228,5135,3688,2375,2633,1651,656,172,36,6
15378,Estimates,Russian Federation,,643,Country/Area,923,1991,5456,5785,5343,5055,4605,5579,6372,6020,5169,3162,5273,4356,4986,3935,2406,2482,1711,718,197,38,6
15379,Estimates,Russian Federation,,643,Country/Area,923,1992,5115,5843,5461,5113,4674,5319,6313,6173,5390,3461,4670,4717,4674,4221,2529,2270,1782,763,215,43,6
15380,Estimates,Russian Federation,,643,Country/Area,923,1993,4685,5874,5589,5160,4805,5060,6214,6310,5554,3947,3947,5155,4308,4494,2714,2056,1845,788,228,47,5
15381,Estimates,Russian Federation,,643,Country/Area,923,1994,4265,5856,5710,5215,4938,4854,6069,6403,5702,4438,3374,5424,4055,4668,2927,1915,1861,804,232,46,5
15382,Estimates,Russian Federation,,643,Country/Area,923,1995,3919,5768,5814,5295,5035,4734,5881,6436,5862,4820,3112,5389,4010,4696,3149,1881,1812,819,226,36,5
15383,Estimates,Russian Federation,,643,Country/Area,923,1996,3436,5608,5931,5423,5132,4715,5673,6431,6032,5132,3134,5097,4144,4562,3366,1896,1691,890,260,41,5
15384,Estimates,Russian Federation,,643,Country/Area,923,1997,3205,5309,6019,5558,5191,4779,5414,6369,6184,5351,3431,4520,4487,4264,3619,1970,1513,954,277,51,4
15385,Estimates,Russian Federation,,643,Country/Area,923,1998,3152,4889,6069,5697,5233,4897,5150,6257,6307,5505,3898,3830,4893,3918,3859,2086,1337,982,285,58,4
15386,Estimates,Russian Federation,,643,Country/Area,923,1999,3155,4415,6050,5834,5292,5023,4943,6106,6391,5648,4367,3294,5141,3690,4012,2231,1223,959,281,57,4
15387,Estimates,Russian Federation,,643,Country/Area,923,2000,3137,3992,5916,5960,5387,5123,4828,5924,6425,5810,4736,3061,5113,3665,4037,2402,1190,880,267,43,4
15388,Estimates,Russian Federation,,643,Country/Area,923,2001,3257,3662,5646,6052,5499,5188,4779,5692,6389,5951,5012,3058,4818,3782,3888,2576,1221,825,314,49,4
15389,Estimates,Russian Federation,,643,Country/Area,923,2002,3309,3426,5276,6136,5635,5237,4824,5428,6318,6088,5218,3325,4267,4105,3611,2788,1275,741,347,60,4
15390,Estimates,Russian Federation,,643,Country/Area,923,2003,3312,3291,4841,6178,5781,5284,4931,5167,6210,6209,5372,3763,3614,4495,3308,2988,1345,656,356,67,4
15391,Estimates,Russian Federation,,643,Country/Area,923,2004,3324,3227,4415,6131,5921,5353,5047,4960,6065,6290,5517,4210,3101,4740,3123,3107,1434,599,334,66,4
15392,Estimates,Russian Federation,,643,Country/Area,923,2005,3387,3179,4061,5972,6040,5457,5142,4840,5886,6320,5676,4566,2872,4722,3128,3112,1545,576,284,50,5
15393,Estimates,Russian Federation,,643,Country/Area,923,2006,3511,3119,3802,5735,6107,5560,5213,4750,5686,6301,5861,4782,2915,4451,3274,3011,1696,618,282,60,5
15394,Estimates,Russian Federation,,643,Country/Area,923,2007,3610,3113,3592,5404,6188,5672,5272,4767,5420,6264,6029,4976,3159,3974,3595,2804,1881,653,263,74,5
15395,Estimates,Russian Federation,,643,Country/Area,923,2008,3706,3166,3413,5019,6256,5780,5325,4873,5110,6216,6146,5193,3491,3442,3961,2579,2059,683,240,84,5
15396,Estimates,Russian Federation,,643,Country/Area,923,2009,3811,3263,3258,4643,6263,5880,5388,5011,4827,6135,6206,5447,3795,3053,4191,2459,2167,727,220,80,6
15397,Estimates,Russian Federation,,643,Country/Area,923,2010,3931,3377,3138,4314,6169,5975,5472,5131,4635,5989,6229,5705,4043,2891,4200,2501,2180,793,202,59,6
15398,Estimates,Russian Federation,,643,Country/Area,923,2011,4027,3506,3099,3987,5943,6099,5574,5236,4591,5734,6225,5877,4354,2852,3993,2663,2104,927,228,58,6
15399,Estimates,Russian Federation,,643,Country/Area,923,2012,4159,3630,3128,3705,5596,6230,5680,5308,4672,5401,6213,5983,4677,2986,3600,2962,1944,1070,247,58,7
15400,Estimates,Russian Federation,,643,Country/Area,923,2013,4307,3742,3211,3477,5173,6330,5790,5361,4836,5049,6174,6036,4992,3240,3143,3288,1785,1181,267,59,7
15401,Estimates,Russian Federation,,643,Country/Area,923,2014,4439,3849,3320,3308,4750,6339,5905,5421,5008,4768,6073,6063,5272,3538,2792,3490,1723,1233,285,57,7
15402,Estimates,Russian Federation,,643,Country/Area,923,2015,4529,3965,3430,3200,4375,6224,6023,5507,5142,4612,5895,6077,5500,3833,2636,3497,1793,1213,307,47,7
15403,Estimates,Russian Federation,,643,Country/Area,923,2016,4609,4091,3539,3155,4044,5992,6135,5597,5239,4568,5645,6069,5654,4110,2611,3305,1957,1194,391,55,8
15404,Estimates,Russian Federation,,643,Country/Area,923,2017,4636,4220,3647,3182,3760,5642,6260,5694,5304,4648,5321,6059,5751,4405,2732,2969,2207,1120,468,71,8
15405,Estimates,Russian Federation,,643,Country/Area,923,2018,4616,4346,3754,3261,3529,5219,6356,5797,5350,4808,4979,6024,5803,4697,2952,2597,2455,1041,527,86,8
15406,Estimates,Russian Federation,,643,Country/Area,923,2019,4570,4459,3867,3361,3355,4794,6362,5905,5402,4973,4705,5929,5832,4959,3208,2327,2588,1017,554,94,8
15407,Estimates,Russian Federation,,643,Country/Area,923,2020,4509,4549,3988,3461,3241,4417,6243,6014,5477,5096,4551,5757,5848,5172,3468,2222,2565,1071,546,91,9
15408,Estimates,Slovakia,,703,Country/Area,923,1950,183,159,149,154,153,156,87,130,125,113,97,72,64,50,37,26,12,4,1,0,0
15409,Estimates,Slovakia,,703,Country/Area,923,1951,193,163,149,153,152,162,95,122,127,116,101,76,64,51,37,26,13,5,1,0,0
15410,Estimates,Slovakia,,703,Country/Area,923,1952,205,167,150,151,152,163,110,109,130,118,104,80,64,52,38,26,13,5,1,0,0
15411,Estimates,Slovakia,,703,Country/Area,923,1953,216,173,153,149,152,159,129,96,132,119,107,86,65,54,39,26,14,5,1,0,0
15412,Estimates,Slovakia,,703,Country/Area,923,1954,223,179,156,148,152,154,147,89,131,121,110,91,66,56,40,26,14,5,1,0,0
15413,Estimates,Slovakia,,703,Country/Area,923,1955,228,186,160,147,152,152,158,89,127,123,113,96,69,57,41,26,14,5,1,0,0
15414,Estimates,Slovakia,,703,Country/Area,923,1956,234,194,164,148,150,150,163,96,120,124,114,100,72,58,42,27,15,5,1,0,0
15415,Estimates,Slovakia,,703,Country/Area,923,1957,234,202,169,149,148,150,163,111,108,127,115,103,77,58,44,28,15,6,1,0,0
15416,Estimates,Slovakia,,703,Country/Area,923,1958,231,212,174,152,146,151,159,130,96,130,116,105,82,58,45,28,15,6,1,0,0
15417,Estimates,Slovakia,,703,Country/Area,923,1959,227,221,180,156,145,150,154,147,87,131,117,107,88,59,47,29,15,6,1,0,0
15418,Estimates,Slovakia,,703,Country/Area,923,1960,223,228,187,160,144,149,151,158,87,127,119,109,93,61,48,30,16,6,1,0,0
15419,Estimates,Slovakia,,703,Country/Area,923,1961,216,232,195,164,145,148,149,163,94,120,121,110,96,65,49,31,16,6,1,0,0
15420,Estimates,Slovakia,,703,Country/Area,923,1962,212,233,204,168,147,146,149,163,109,108,125,111,98,70,49,33,17,7,2,0,0
15421,Estimates,Slovakia,,703,Country/Area,923,1963,210,230,214,172,150,144,149,158,129,94,128,112,100,75,49,34,17,7,2,0,0
15422,Estimates,Slovakia,,703,Country/Area,923,1964,209,225,222,178,153,142,149,153,146,85,129,113,102,80,50,36,17,7,2,0,0
15423,Estimates,Slovakia,,703,Country/Area,923,1965,205,220,227,184,156,141,148,149,157,85,125,115,104,84,52,37,17,7,2,0,0
15424,Estimates,Slovakia,,703,Country/Area,923,1966,203,217,230,192,160,142,146,147,162,92,117,117,105,87,55,37,19,7,2,0,0
15425,Estimates,Slovakia,,703,Country/Area,923,1967,198,213,229,201,163,143,144,146,161,107,105,120,106,89,59,37,20,7,2,0,0
15426,Estimates,Slovakia,,703,Country/Area,923,1968,193,209,227,211,167,146,141,147,155,127,91,124,106,91,63,36,21,7,2,0,0
15427,Estimates,Slovakia,,703,Country/Area,923,1969,189,205,224,219,171,148,140,147,150,144,83,124,107,94,68,37,22,7,2,0,0
15428,Estimates,Slovakia,,703,Country/Area,923,1970,189,201,221,225,178,151,139,146,146,155,82,121,109,96,71,39,23,7,2,0,0
15429,Estimates,Slovakia,,703,Country/Area,923,1971,190,197,217,228,187,155,139,145,144,160,90,113,111,96,74,41,23,8,2,0,0
15430,Estimates,Slovakia,,703,Country/Area,923,1972,194,193,213,228,197,159,141,142,144,158,105,101,114,97,76,44,23,9,2,0,0
15431,Estimates,Slovakia,,703,Country/Area,923,1973,201,190,208,225,207,164,144,140,145,153,124,88,117,97,78,48,22,10,2,0,0
15432,Estimates,Slovakia,,703,Country/Area,923,1974,208,188,204,222,215,169,147,138,145,147,142,80,118,98,80,51,23,11,2,0,0
15433,Estimates,Slovakia,,703,Country/Area,923,1975,215,188,200,219,220,176,151,137,144,144,152,79,115,99,82,54,24,10,2,0,0
15434,Estimates,Slovakia,,703,Country/Area,923,1976,225,189,196,215,223,184,155,138,143,142,156,87,107,101,83,56,26,11,3,0,0
15435,Estimates,Slovakia,,703,Country/Area,923,1977,231,193,192,211,224,194,158,140,140,142,155,102,95,105,83,58,28,11,3,0,0
15436,Estimates,Slovakia,,703,Country/Area,923,1978,235,200,189,208,222,204,162,143,138,143,150,121,83,108,83,60,30,10,3,0,0
15437,Estimates,Slovakia,,703,Country/Area,923,1979,237,208,186,203,220,212,167,147,136,143,144,137,75,109,84,62,32,10,3,0,0
15438,Estimates,Slovakia,,703,Country/Area,923,1980,238,216,187,199,217,217,174,150,136,142,141,147,76,106,86,63,33,11,3,0,0
15439,Estimates,Slovakia,,703,Country/Area,923,1981,237,222,189,195,213,220,182,154,137,141,139,151,82,99,88,64,35,12,3,0,0
15440,Estimates,Slovakia,,703,Country/Area,923,1982,234,227,194,190,210,221,192,157,139,139,139,150,97,87,91,64,37,13,3,1,0
15441,Estimates,Slovakia,,703,Country/Area,923,1983,230,231,200,186,206,219,201,162,142,136,140,145,115,76,94,64,38,14,3,1,0
15442,Estimates,Slovakia,,703,Country/Area,923,1984,226,234,207,184,201,216,209,167,146,134,140,140,130,69,94,65,38,15,3,1,0
15443,Estimates,Slovakia,,703,Country/Area,923,1985,221,236,214,184,197,213,214,173,149,134,140,137,140,69,92,66,39,15,3,0,0
15444,Estimates,Slovakia,,703,Country/Area,923,1986,214,237,220,187,193,210,217,181,153,135,138,135,143,76,85,68,40,16,4,1,0
15445,Estimates,Slovakia,,703,Country/Area,923,1987,210,235,225,192,188,207,217,190,156,137,136,135,142,89,75,71,40,18,4,1,0
15446,Estimates,Slovakia,,703,Country/Area,923,1988,208,230,230,199,184,203,216,199,160,140,133,135,137,106,64,73,41,18,5,1,0
15447,Estimates,Slovakia,,703,Country/Area,923,1989,207,225,233,206,182,199,213,206,165,143,131,136,132,120,59,74,41,18,5,1,0
15448,Estimates,Slovakia,,703,Country/Area,923,1990,204,219,235,212,182,194,210,211,171,147,131,135,130,128,60,72,42,18,5,1,0
15449,Estimates,Slovakia,,703,Country/Area,923,1991,202,215,234,218,185,190,207,214,178,150,132,133,128,131,66,66,45,19,5,1,0
15450,Estimates,Slovakia,,703,Country/Area,923,1992,197,211,231,224,190,186,204,215,187,154,134,131,128,129,78,58,47,20,6,1,0
15451,Estimates,Slovakia,,703,Country/Area,923,1993,192,208,227,229,197,182,201,214,197,158,137,129,129,125,93,49,50,20,6,1,0
15452,Estimates,Slovakia,,703,Country/Area,923,1994,185,205,223,233,204,180,197,211,205,163,140,127,129,121,105,46,50,21,6,1,0
15453,Estimates,Slovakia,,703,Country/Area,923,1995,178,202,219,234,211,181,193,209,210,169,144,127,128,119,111,48,48,21,6,1,0
15454,Estimates,Slovakia,,703,Country/Area,923,1996,171,198,215,234,217,183,189,206,213,177,148,127,127,118,113,54,44,23,7,1,0
